((-4+3x)+9)=-1x,x=-5/4,(= (+ (+ (-4) (* (3) (x))) (9)) (* (-1) (x))),(= (x) (/ (-5) (4)))
-7x=-1,x=1/7,(= (* (-7) (x)) (-1)),(= (x) (/ (1) (7)))
-5x=3,x=-3/5,(= (* (-5) (x)) (3)),(= (x) (/ (-3) (5)))
-1x=5,x=-5,(= (* (-1) (x)) (5)),(= (x) (-5))
-8x=-7,x=7/8,(= (* (-8) (x)) (-7)),(= (x) (/ (7) (8)))
x=6,x=6,(= (x) (6)),(= (x) (6))
7x=0,x=0,(= (* (7) (x)) (0)),(= (x) (0))
7x=5,x=5/7,(= (* (7) (x)) (5)),(= (x) (/ (5) (7)))
-1x=-1,x=1,(= (* (-1) (x)) (-1)),(= (x) (1))
9x=-7,x=-7/9,(= (* (9) (x)) (-7)),(= (x) (/ (-7) (9)))
4x=1,x=1/4,(= (* (4) (x)) (1)),(= (x) (/ (1) (4)))
-5x=0,x=0,(= (* (-5) (x)) (0)),(= (x) (0))
2x=-5,x=-5/2,(= (* (2) (x)) (-5)),(= (x) (/ (-5) (2)))
7x=7,x=1,(= (* (7) (x)) (7)),(= (x) (1))
-4x=6,x=-3/2,(= (* (-4) (x)) (6)),(= (x) (/ (-3) (2)))
-8x=0,x=0,(= (* (-8) (x)) (0)),(= (x) (0))
5x=8,x=8/5,(= (* (5) (x)) (8)),(= (x) (/ (8) (5)))
x=-6,x=-6,(= (x) (-6)),(= (x) (-6))
-6x=-5,x=5/6,(= (* (-6) (x)) (-5)),(= (x) (/ (5) (6)))
-7x=-4,x=4/7,(= (* (-7) (x)) (-4)),(= (x) (/ (4) (7)))
3x=5,x=5/3,(= (* (3) (x)) (5)),(= (x) (/ (5) (3)))
6x=3,x=1/2,(= (* (6) (x)) (3)),(= (x) (/ (1) (2)))
-2x=4,x=-2,(= (* (-2) (x)) (4)),(= (x) (-2))
-7x=4,x=-4/7,(= (* (-7) (x)) (4)),(= (x) (/ (-4) (7)))
9x=8,x=8/9,(= (* (9) (x)) (8)),(= (x) (/ (8) (9)))
-3x=-4,x=4/3,(= (* (-3) (x)) (-4)),(= (x) (/ (4) (3)))
-5x=4,x=-4/5,(= (* (-5) (x)) (4)),(= (x) (/ (-4) (5)))
4x=-6,x=-3/2,(= (* (4) (x)) (-6)),(= (x) (/ (-3) (2)))
9x=3,x=1/3,(= (* (9) (x)) (3)),(= (x) (/ (1) (3)))
-3x=5,x=-5/3,(= (* (-3) (x)) (5)),(= (x) (/ (-5) (3)))
8x=7,x=7/8,(= (* (8) (x)) (7)),(= (x) (/ (7) (8)))
(-4x+-8x)=-4,x=1/3,(= (+ (* (-4) (x)) (* (-8) (x))) (-4)),(= (x) (/ (1) (3)))
(5x+-3x)=6,x=3,(= (+ (* (5) (x)) (* (-3) (x))) (6)),(= (x) (3))
(-5x+-9x)=-1,x=1/14,(= (+ (* (-5) (x)) (* (-9) (x))) (-1)),(= (x) (/ (1) (14)))
(-5x+3x)=-5,x=5/2,(= (+ (* (-5) (x)) (* (3) (x))) (-5)),(= (x) (/ (5) (2)))
(8x+6x)=2,x=1/7,(= (+ (* (8) (x)) (* (6) (x))) (2)),(= (x) (/ (1) (7)))
(6x+-1x)=0,x=0,(= (+ (* (6) (x)) (* (-1) (x))) (0)),(= (x) (0))
(5x+8x)=-8,x=-8/13,(= (+ (* (5) (x)) (* (8) (x))) (-8)),(= (x) (/ (-8) (13)))
(6x+-7x)=9,x=-9,(= (+ (* (6) (x)) (* (-7) (x))) (9)),(= (x) (-9))
(7x+-8x)=5,x=-5,(= (+ (* (7) (x)) (* (-8) (x))) (5)),(= (x) (-5))
(8x+5x)=9,x=9/13,(= (+ (* (8) (x)) (* (5) (x))) (9)),(= (x) (/ (9) (13)))
(2x+4x)=7,x=7/6,(= (+ (* (2) (x)) (* (4) (x))) (7)),(= (x) (/ (7) (6)))
(2x+-8x)=-7,x=7/6,(= (+ (* (2) (x)) (* (-8) (x))) (-7)),(= (x) (/ (7) (6)))
(8x+-1x)=5,x=5/7,(= (+ (* (8) (x)) (* (-1) (x))) (5)),(= (x) (/ (5) (7)))
(x+2x)=3,x=1,(= (+ (x) (* (2) (x))) (3)),(= (x) (1))
(-2x+7x)=4,x=4/5,(= (+ (* (-2) (x)) (* (7) (x))) (4)),(= (x) (/ (4) (5)))
(9x+6x)=-5,x=-1/3,(= (+ (* (9) (x)) (* (6) (x))) (-5)),(= (x) (/ (-1) (3)))
(-1x+-2x)=8,x=-8/3,(= (+ (* (-1) (x)) (* (-2) (x))) (8)),(= (x) (/ (-8) (3)))
(-5x+4x)=-4,x=4,(= (+ (* (-5) (x)) (* (4) (x))) (-4)),(= (x) (4))
(2x+7x)=-5,x=-5/9,(= (+ (* (2) (x)) (* (7) (x))) (-5)),(= (x) (/ (-5) (9)))
(-1x+3x)=-9,x=-9/2,(= (+ (* (-1) (x)) (* (3) (x))) (-9)),(= (x) (/ (-9) (2)))
(-1x+0)=-7,x=7,(= (+ (* (-1) (x)) (0)) (-7)),(= (x) (7))
(-3x+-4x)=2,x=-2/7,(= (+ (* (-3) (x)) (* (-4) (x))) (2)),(= (x) (/ (-2) (7)))
(-6x+9x)=7,x=7/3,(= (+ (* (-6) (x)) (* (9) (x))) (7)),(= (x) (/ (7) (3)))
(4x+4x)=5,x=5/8,(= (+ (* (4) (x)) (* (4) (x))) (5)),(= (x) (/ (5) (8)))
(-7x+-2x)=-3,x=1/3,(= (+ (* (-7) (x)) (* (-2) (x))) (-3)),(= (x) (/ (1) (3)))
(x+-9x)=5,x=-5/8,(= (+ (x) (* (-9) (x))) (5)),(= (x) (/ (-5) (8)))
(3x+9x)=-9,x=-3/4,(= (+ (* (3) (x)) (* (9) (x))) (-9)),(= (x) (/ (-3) (4)))
(4x+-8x)=4,x=-1,(= (+ (* (4) (x)) (* (-8) (x))) (4)),(= (x) (-1))
(-7x+-2x)=-5,x=5/9,(= (+ (* (-7) (x)) (* (-2) (x))) (-5)),(= (x) (/ (5) (9)))
(3x+-5x)=-3,x=3/2,(= (+ (* (3) (x)) (* (-5) (x))) (-3)),(= (x) (/ (3) (2)))
(-3x+5x)=3,x=3/2,(= (+ (* (-3) (x)) (* (5) (x))) (3)),(= (x) (/ (3) (2)))
(-2x+-6x)=6,x=-3/4,(= (+ (* (-2) (x)) (* (-6) (x))) (6)),(= (x) (/ (-3) (4)))
(4x+-3x)=8,x=8,(= (+ (* (4) (x)) (* (-3) (x))) (8)),(= (x) (8))
(-4x+-1x)=-1,x=1/5,(= (+ (* (-4) (x)) (* (-1) (x))) (-1)),(= (x) (/ (1) (5)))
(-8x+-1x)=-8,x=8/9,(= (+ (* (-8) (x)) (* (-1) (x))) (-8)),(= (x) (/ (8) (9)))
(5x+3x)=9,x=9/8,(= (+ (* (5) (x)) (* (3) (x))) (9)),(= (x) (/ (9) (8)))
(7x+8x)=-8,x=-8/15,(= (+ (* (7) (x)) (* (8) (x))) (-8)),(= (x) (/ (-8) (15)))
(5x+9x)=2,x=1/7,(= (+ (* (5) (x)) (* (9) (x))) (2)),(= (x) (/ (1) (7)))
(-4x+5x)=9,x=9,(= (+ (* (-4) (x)) (* (5) (x))) (9)),(= (x) (9))
(0+9x)=8,x=8/9,(= (+ (0) (* (9) (x))) (8)),(= (x) (/ (8) (9)))
(-8x+x)=-7,x=1,(= (+ (* (-8) (x)) (x)) (-7)),(= (x) (1))
(x+5x)=-1,x=-1/6,(= (+ (x) (* (5) (x))) (-1)),(= (x) (/ (-1) (6)))
(-7x+0)=-1,x=1/7,(= (+ (* (-7) (x)) (0)) (-1)),(= (x) (/ (1) (7)))
(-5x+3x)=-3,x=3/2,(= (+ (* (-5) (x)) (* (3) (x))) (-3)),(= (x) (/ (3) (2)))
(8x+0)=-8,x=-1,(= (+ (* (8) (x)) (0)) (-8)),(= (x) (-1))
(-6x+-8x)=-7,x=1/2,(= (+ (* (-6) (x)) (* (-8) (x))) (-7)),(= (x) (/ (1) (2)))
(-3x+2x)=6,x=-6,(= (+ (* (-3) (x)) (* (2) (x))) (6)),(= (x) (-6))
(-2x+6x)=5,x=5/4,(= (+ (* (-2) (x)) (* (6) (x))) (5)),(= (x) (/ (5) (4)))
(8x+-7x)=-5,x=-5,(= (+ (* (8) (x)) (* (-7) (x))) (-5)),(= (x) (-5))
(-6x+7x)=-9,x=-9,(= (+ (* (-6) (x)) (* (7) (x))) (-9)),(= (x) (-9))
(x+-5x)=-2,x=1/2,(= (+ (x) (* (-5) (x))) (-2)),(= (x) (/ (1) (2)))
(6x+7x)=-3,x=-3/13,(= (+ (* (6) (x)) (* (7) (x))) (-3)),(= (x) (/ (-3) (13)))
(-6x+-8x)=9,x=-9/14,(= (+ (* (-6) (x)) (* (-8) (x))) (9)),(= (x) (/ (-9) (14)))
(5x+-9x)=6,x=-3/2,(= (+ (* (5) (x)) (* (-9) (x))) (6)),(= (x) (/ (-3) (2)))
(-4x+-5x)=6,x=-2/3,(= (+ (* (-4) (x)) (* (-5) (x))) (6)),(= (x) (/ (-2) (3)))
(2x+6x)=-4,x=-1/2,(= (+ (* (2) (x)) (* (6) (x))) (-4)),(= (x) (/ (-1) (2)))
(9x+4x)=-2,x=-2/13,(= (+ (* (9) (x)) (* (4) (x))) (-2)),(= (x) (/ (-2) (13)))
(-6x+3x)=9,x=-3,(= (+ (* (-6) (x)) (* (3) (x))) (9)),(= (x) (-3))
(0+2x)=1,x=1/2,(= (+ (0) (* (2) (x))) (1)),(= (x) (/ (1) (2)))
(9x+9x)=-7,x=-7/18,(= (+ (* (9) (x)) (* (9) (x))) (-7)),(= (x) (/ (-7) (18)))
(2x+8x)=-4,x=-2/5,(= (+ (* (2) (x)) (* (8) (x))) (-4)),(= (x) (/ (-2) (5)))
(-1x+8x)=9,x=9/7,(= (+ (* (-1) (x)) (* (8) (x))) (9)),(= (x) (/ (9) (7)))
(8x+3x)=-4,x=-4/11,(= (+ (* (8) (x)) (* (3) (x))) (-4)),(= (x) (/ (-4) (11)))
(8x+4x)=0,x=0,(= (+ (* (8) (x)) (* (4) (x))) (0)),(= (x) (0))
(6x+-2x)=-7,x=-7/4,(= (+ (* (6) (x)) (* (-2) (x))) (-7)),(= (x) (/ (-7) (4)))
(5x+-4x)=8,x=8,(= (+ (* (5) (x)) (* (-4) (x))) (8)),(= (x) (8))
(5x+5x)=-7,x=-7/10,(= (+ (* (5) (x)) (* (5) (x))) (-7)),(= (x) (/ (-7) (10)))
(7x+-1x)=4,x=2/3,(= (+ (* (7) (x)) (* (-1) (x))) (4)),(= (x) (/ (2) (3)))
(-1x+8x)=0,x=0,(= (+ (* (-1) (x)) (* (8) (x))) (0)),(= (x) (0))
(-1x+-3x)=-5,x=5/4,(= (+ (* (-1) (x)) (* (-3) (x))) (-5)),(= (x) (/ (5) (4)))
(-9x+2x)=-9,x=9/7,(= (+ (* (-9) (x)) (* (2) (x))) (-9)),(= (x) (/ (9) (7)))
(-1x+5x)=-4,x=-1,(= (+ (* (-1) (x)) (* (5) (x))) (-4)),(= (x) (-1))
(9x+-2x)=4,x=4/7,(= (+ (* (9) (x)) (* (-2) (x))) (4)),(= (x) (/ (4) (7)))
(8x+6x)=7,x=1/2,(= (+ (* (8) (x)) (* (6) (x))) (7)),(= (x) (/ (1) (2)))
(-2x+-9x)=-6,x=6/11,(= (+ (* (-2) (x)) (* (-9) (x))) (-6)),(= (x) (/ (6) (11)))
(-6x+0)=-3,x=1/2,(= (+ (* (-6) (x)) (0)) (-3)),(= (x) (/ (1) (2)))
(-3x+x)=7,x=-7/2,(= (+ (* (-3) (x)) (x)) (7)),(= (x) (/ (-7) (2)))
(x+-7x)=5,x=-5/6,(= (+ (x) (* (-7) (x))) (5)),(= (x) (/ (-5) (6)))
(5x+-8x)=6,x=-2,(= (+ (* (5) (x)) (* (-8) (x))) (6)),(= (x) (-2))
(-5x+-2x)=5,x=-5/7,(= (+ (* (-5) (x)) (* (-2) (x))) (5)),(= (x) (/ (-5) (7)))
-8=(-7+(9/x)),x=-9,(= (-8) (+ (-7) (/ (9) (x)))),(= (x) (-9))
-3=(-1+(4/x)),x=-2,(= (-3) (+ (-1) (/ (4) (x)))),(= (x) (-2))
3=(-4+(-7/x)),x=-1,(= (3) (+ (-4) (/ (-7) (x)))),(= (x) (-1))
-9=(5+(-6/x)),x=3/7,(= (-9) (+ (5) (/ (-6) (x)))),(= (x) (/ (3) (7)))
5=(-4+(5/x)),x=5/9,(= (5) (+ (-4) (/ (5) (x)))),(= (x) (/ (5) (9)))
0=(4+(-8/x)),x=2,(= (0) (+ (4) (/ (-8) (x)))),(= (x) (2))
1=(0+(4/x)),x=4,(= (1) (+ (0) (/ (4) (x)))),(= (x) (4))
0=(-9+0),x=0,(= (0) (+ (-9) (0))),(= (x) (0))
-1=(-8+(5/x)),x=5/7,(= (-1) (+ (-8) (/ (5) (x)))),(= (x) (/ (5) (7)))
6=(-5+(7/x)),x=7/11,(= (6) (+ (-5) (/ (7) (x)))),(= (x) (/ (7) (11)))
4=(1+(3/x)),x=1,(= (4) (+ (1) (/ (3) (x)))),(= (x) (1))
-7=(5+(2/x)),x=-1/6,(= (-7) (+ (5) (/ (2) (x)))),(= (x) (/ (-1) (6)))
7=(-8+(3/x)),x=1/5,(= (7) (+ (-8) (/ (3) (x)))),(= (x) (/ (1) (5)))
8=(6+(8/x)),x=4,(= (8) (+ (6) (/ (8) (x)))),(= (x) (4))
-6=(1+(-1/x)),x=1/7,(= (-6) (+ (1) (/ (-1) (x)))),(= (x) (/ (1) (7)))
-2=(-6+(5/x)),x=5/4,(= (-2) (+ (-6) (/ (5) (x)))),(= (x) (/ (5) (4)))
1=(7+(-1/x)),x=1/6,(= (1) (+ (7) (/ (-1) (x)))),(= (x) (/ (1) (6)))
-2=(-7+(-5/x)),x=-1,(= (-2) (+ (-7) (/ (-5) (x)))),(= (x) (-1))
-5=(7+(5/x)),x=-5/12,(= (-5) (+ (7) (/ (5) (x)))),(= (x) (/ (-5) (12)))
5=(6+0),x=0,(= (5) (+ (6) (0))),(= (x) (0))
-9=(-5+(4/x)),x=-1,(= (-9) (+ (-5) (/ (4) (x)))),(= (x) (-1))
-4=(8+(6/x)),x=-1/2,(= (-4) (+ (8) (/ (6) (x)))),(= (x) (/ (-1) (2)))
6=(-6+(8/x)),x=2/3,(= (6) (+ (-6) (/ (8) (x)))),(= (x) (/ (2) (3)))
5=(1+(-6/x)),x=-3/2,(= (5) (+ (1) (/ (-6) (x)))),(= (x) (/ (-3) (2)))
-9=(1+(2/x)),x=-1/5,(= (-9) (+ (1) (/ (2) (x)))),(= (x) (/ (-1) (5)))
-2=(9+(3/x)),x=-3/11,(= (-2) (+ (9) (/ (3) (x)))),(= (x) (/ (-3) (11)))
8=(-8+(-9/x)),x=-9/16,(= (8) (+ (-8) (/ (-9) (x)))),(= (x) (/ (-9) (16)))
-8=(-4+(-7/x)),x=7/4,(= (-8) (+ (-4) (/ (-7) (x)))),(= (x) (/ (7) (4)))
0=(-6+(5/x)),x=5/6,(= (0) (+ (-6) (/ (5) (x)))),(= (x) (/ (5) (6)))
1=(3+(-1/x)),x=1/2,(= (1) (+ (3) (/ (-1) (x)))),(= (x) (/ (1) (2)))
-7=(0+(5/x)),x=-5/7,(= (-7) (+ (0) (/ (5) (x)))),(= (x) (/ (-5) (7)))
0=(2+(-2/x)),x=1,(= (0) (+ (2) (/ (-2) (x)))),(= (x) (1))
-7=(1+(-2/x)),x=1/4,(= (-7) (+ (1) (/ (-2) (x)))),(= (x) (/ (1) (4)))
-9=(7+(9/x)),x=-9/16,(= (-9) (+ (7) (/ (9) (x)))),(= (x) (/ (-9) (16)))
2=(6+(-8/x)),x=2,(= (2) (+ (6) (/ (-8) (x)))),(= (x) (2))
9=(-2+(-6/x)),x=-6/11,(= (9) (+ (-2) (/ (-6) (x)))),(= (x) (/ (-6) (11)))
-9=(-5+(3/x)),x=-3/4,(= (-9) (+ (-5) (/ (3) (x)))),(= (x) (/ (-3) (4)))
-4=(-5+(-1/x)),x=-1,(= (-4) (+ (-5) (/ (-1) (x)))),(= (x) (-1))
4=(-3+0),x=0,(= (4) (+ (-3) (0))),(= (x) (0))
-4=(-8+(9/x)),x=9/4,(= (-4) (+ (-8) (/ (9) (x)))),(= (x) (/ (9) (4)))
6=(-7+0),x=0,(= (6) (+ (-7) (0))),(= (x) (0))
4=(-8+(8/x)),x=2/3,(= (4) (+ (-8) (/ (8) (x)))),(= (x) (/ (2) (3)))
0=(2+(4/x)),x=-2,(= (0) (+ (2) (/ (4) (x)))),(= (x) (-2))
2=(6+(5/x)),x=-5/4,(= (2) (+ (6) (/ (5) (x)))),(= (x) (/ (-5) (4)))
-7=(3+(1/x)),x=-1/10,(= (-7) (+ (3) (/ (1) (x)))),(= (x) (/ (-1) (10)))
-5=(1+0),x=0,(= (-5) (+ (1) (0))),(= (x) (0))
-7=(1+(5/x)),x=-5/8,(= (-7) (+ (1) (/ (5) (x)))),(= (x) (/ (-5) (8)))
8=(-4+(-5/x)),x=-5/12,(= (8) (+ (-4) (/ (-5) (x)))),(= (x) (/ (-5) (12)))
2=(9+(-2/x)),x=2/7,(= (2) (+ (9) (/ (-2) (x)))),(= (x) (/ (2) (7)))
-5=(9+(-9/x)),x=9/14,(= (-5) (+ (9) (/ (-9) (x)))),(= (x) (/ (9) (14)))
4=(-6+(-6/x)),x=-3/5,(= (4) (+ (-6) (/ (-6) (x)))),(= (x) (/ (-3) (5)))
2=(-9+(2/x)),x=2/11,(= (2) (+ (-9) (/ (2) (x)))),(= (x) (/ (2) (11)))
-5=(-6+(-9/x)),x=-9,(= (-5) (+ (-6) (/ (-9) (x)))),(= (x) (-9))
-6=(6+0),x=0,(= (-6) (+ (6) (0))),(= (x) (0))
4=(8+(-2/x)),x=1/2,(= (4) (+ (8) (/ (-2) (x)))),(= (x) (/ (1) (2)))
9=(4+(2/x)),x=2/5,(= (9) (+ (4) (/ (2) (x)))),(= (x) (/ (2) (5)))
-3=(7+(3/x)),x=-3/10,(= (-3) (+ (7) (/ (3) (x)))),(= (x) (/ (-3) (10)))
-2=(3+0),x=0,(= (-2) (+ (3) (0))),(= (x) (0))
6=(-5+(-6/x)),x=-6/11,(= (6) (+ (-5) (/ (-6) (x)))),(= (x) (/ (-6) (11)))
3=(7+(2/x)),x=-1/2,(= (3) (+ (7) (/ (2) (x)))),(= (x) (/ (-1) (2)))
-1=(8+(4/x)),x=-4/9,(= (-1) (+ (8) (/ (4) (x)))),(= (x) (/ (-4) (9)))
-4=(-7+(4/x)),x=4/3,(= (-4) (+ (-7) (/ (4) (x)))),(= (x) (/ (4) (3)))
6=(-1+(-2/x)),x=-2/7,(= (6) (+ (-1) (/ (-2) (x)))),(= (x) (/ (-2) (7)))
-1=(-8+(-1/x)),x=-1/7,(= (-1) (+ (-8) (/ (-1) (x)))),(= (x) (/ (-1) (7)))
1=(6+(-5/x)),x=1,(= (1) (+ (6) (/ (-5) (x)))),(= (x) (1))
5=(-4+(3/x)),x=1/3,(= (5) (+ (-4) (/ (3) (x)))),(= (x) (/ (1) (3)))
2=(0+(5/x)),x=5/2,(= (2) (+ (0) (/ (5) (x)))),(= (x) (/ (5) (2)))
-6=(9+(-9/x)),x=3/5,(= (-6) (+ (9) (/ (-9) (x)))),(= (x) (/ (3) (5)))
-1=(3+(-8/x)),x=2,(= (-1) (+ (3) (/ (-8) (x)))),(= (x) (2))
7=(6+(9/x)),x=9,(= (7) (+ (6) (/ (9) (x)))),(= (x) (9))
3=(1+(1/x)),x=1/2,(= (3) (+ (1) (/ (1) (x)))),(= (x) (/ (1) (2)))
-2=(0+(-5/x)),x=5/2,(= (-2) (+ (0) (/ (-5) (x)))),(= (x) (/ (5) (2)))
9=(8+(-7/x)),x=-7,(= (9) (+ (8) (/ (-7) (x)))),(= (x) (-7))
8=(-6+(-2/x)),x=-1/7,(= (8) (+ (-6) (/ (-2) (x)))),(= (x) (/ (-1) (7)))
4=(8+(1/x)),x=-1/4,(= (4) (+ (8) (/ (1) (x)))),(= (x) (/ (-1) (4)))
-3=(-4+(7/x)),x=7,(= (-3) (+ (-4) (/ (7) (x)))),(= (x) (7))
-8=(-2+(8/x)),x=-4/3,(= (-8) (+ (-2) (/ (8) (x)))),(= (x) (/ (-4) (3)))
1=(9+(8/x)),x=-1,(= (1) (+ (9) (/ (8) (x)))),(= (x) (-1))
7=(2+(8/x)),x=8/5,(= (7) (+ (2) (/ (8) (x)))),(= (x) (/ (8) (5)))
-8=(6+(-4/x)),x=2/7,(= (-8) (+ (6) (/ (-4) (x)))),(= (x) (/ (2) (7)))
(4+-1)=((-5x+6)+8),x=11/5,(= (+ (4) (-1)) (+ (+ (* (-5) (x)) (6)) (8))),(= (x) (/ (11) (5)))
(2+5)=((-2x+-8)+-9),x=-12,(= (+ (2) (5)) (+ (+ (* (-2) (x)) (-8)) (-9))),(= (x) (-12))
(-6+-7)=((6x+-5)+0),x=-4/3,(= (+ (-6) (-7)) (+ (+ (* (6) (x)) (-5)) (0))),(= (x) (/ (-4) (3)))
(-9+-5)=((-2x+-9)+0),x=5/2,(= (+ (-9) (-5)) (+ (+ (* (-2) (x)) (-9)) (0))),(= (x) (/ (5) (2)))
(-6+1)=((-3x+3)+-7),x=1/3,(= (+ (-6) (1)) (+ (+ (* (-3) (x)) (3)) (-7))),(= (x) (/ (1) (3)))
(8+5)=((-1x+5)+-7),x=-15,(= (+ (8) (5)) (+ (+ (* (-1) (x)) (5)) (-7))),(= (x) (-15))
(7+2)=((-2x+-3)+-1),x=-13/2,(= (+ (7) (2)) (+ (+ (* (-2) (x)) (-3)) (-1))),(= (x) (/ (-13) (2)))
(3+9)=((7x+8)+-1),x=5/7,(= (+ (3) (9)) (+ (+ (* (7) (x)) (8)) (-1))),(= (x) (/ (5) (7)))
(6+9)=((5x+-7)+-2),x=24/5,(= (+ (6) (9)) (+ (+ (* (5) (x)) (-7)) (-2))),(= (x) (/ (24) (5)))
(-6+8)=((-4x+4)+5),x=7/4,(= (+ (-6) (8)) (+ (+ (* (-4) (x)) (4)) (5))),(= (x) (/ (7) (4)))
(-8+-9)=((-3x+-4)+-7),x=2,(= (+ (-8) (-9)) (+ (+ (* (-3) (x)) (-4)) (-7))),(= (x) (2))
(-9+-3)=((-3x+8)+-5),x=5,(= (+ (-9) (-3)) (+ (+ (* (-3) (x)) (8)) (-5))),(= (x) (5))
(-4+6)=((3x+-5)+3),x=4/3,(= (+ (-4) (6)) (+ (+ (* (3) (x)) (-5)) (3))),(= (x) (/ (4) (3)))
(9+-4)=((-6x+4)+-7),x=-4/3,(= (+ (9) (-4)) (+ (+ (* (-6) (x)) (4)) (-7))),(= (x) (/ (-4) (3)))
(5+1)=((5x+-4)+-6),x=16/5,(= (+ (5) (1)) (+ (+ (* (5) (x)) (-4)) (-6))),(= (x) (/ (16) (5)))
(9+-8)=((-9x+-1)+-8),x=-10/9,(= (+ (9) (-8)) (+ (+ (* (-9) (x)) (-1)) (-8))),(= (x) (/ (-10) (9)))
(2+-3)=((9x+-3)+-5),x=7/9,(= (+ (2) (-3)) (+ (+ (* (9) (x)) (-3)) (-5))),(= (x) (/ (7) (9)))
(5+2)=((-2x+-2)+6),x=-3/2,(= (+ (5) (2)) (+ (+ (* (-2) (x)) (-2)) (6))),(= (x) (/ (-3) (2)))
(1+4)=((2x+6)+3),x=-2,(= (+ (1) (4)) (+ (+ (* (2) (x)) (6)) (3))),(= (x) (-2))
(-9+-2)=((3x+-4)+5),x=-4,(= (+ (-9) (-2)) (+ (+ (* (3) (x)) (-4)) (5))),(= (x) (-4))
(-4+9)=((-3x+0)+3),x=-2/3,(= (+ (-4) (9)) (+ (+ (* (-3) (x)) (0)) (3))),(= (x) (/ (-2) (3)))
(7+-7)=((3x+-1)+-1),x=2/3,(= (+ (7) (-7)) (+ (+ (* (3) (x)) (-1)) (-1))),(= (x) (/ (2) (3)))
(1+-9)=((-3x+6)+7),x=7,(= (+ (1) (-9)) (+ (+ (* (-3) (x)) (6)) (7))),(= (x) (7))
(7+-5)=((9x+-6)+-6),x=14/9,(= (+ (7) (-5)) (+ (+ (* (9) (x)) (-6)) (-6))),(= (x) (/ (14) (9)))
(-8+-3)=((-9x+-3)+-8),x=0,(= (+ (-8) (-3)) (+ (+ (* (-9) (x)) (-3)) (-8))),(= (x) (0))
(9+-2)=((-7x+3)+-8),x=-12/7,(= (+ (9) (-2)) (+ (+ (* (-7) (x)) (3)) (-8))),(= (x) (/ (-12) (7)))
(4+4)=((2x+-3)+8),x=3/2,(= (+ (4) (4)) (+ (+ (* (2) (x)) (-3)) (8))),(= (x) (/ (3) (2)))
(-1+-3)=((9x+-8)+-6),x=10/9,(= (+ (-1) (-3)) (+ (+ (* (9) (x)) (-8)) (-6))),(= (x) (/ (10) (9)))
(-6+-3)=((-1x+7)+0),x=16,(= (+ (-6) (-3)) (+ (+ (* (-1) (x)) (7)) (0))),(= (x) (16))
(6+3)=((-2x+3)+7),x=1/2,(= (+ (6) (3)) (+ (+ (* (-2) (x)) (3)) (7))),(= (x) (/ (1) (2)))
(4+7)=((-7x+-5)+0),x=-16/7,(= (+ (4) (7)) (+ (+ (* (-7) (x)) (-5)) (0))),(= (x) (/ (-16) (7)))
(5+9)=((x+-5)+-1),x=20,(= (+ (5) (9)) (+ (+ (x) (-5)) (-1))),(= (x) (20))
(-2+-5)=((3x+3)+-5),x=-5/3,(= (+ (-2) (-5)) (+ (+ (* (3) (x)) (3)) (-5))),(= (x) (/ (-5) (3)))
(-9+0)=((2x+-8)+-9),x=4,(= (+ (-9) (0)) (+ (+ (* (2) (x)) (-8)) (-9))),(= (x) (4))
(7+0)=((-3x+-7)+5),x=-3,(= (+ (7) (0)) (+ (+ (* (-3) (x)) (-7)) (5))),(= (x) (-3))
(-9+-5)=((-1x+-6)+-3),x=5,(= (+ (-9) (-5)) (+ (+ (* (-1) (x)) (-6)) (-3))),(= (x) (5))
(-3+-4)=((6x+3)+2),x=-2,(= (+ (-3) (-4)) (+ (+ (* (6) (x)) (3)) (2))),(= (x) (-2))
(-6+-9)=((-5x+1)+-7),x=9/5,(= (+ (-6) (-9)) (+ (+ (* (-5) (x)) (1)) (-7))),(= (x) (/ (9) (5)))
(3+-5)=((-3x+-6)+6),x=2/3,(= (+ (3) (-5)) (+ (+ (* (-3) (x)) (-6)) (6))),(= (x) (/ (2) (3)))
